PCA1,PCA2
3.3604170044969326,0.7368851922857912
-2.9559366599104537,-0.08374800888667133
2.629127226736757,-0.4012008924751715
-2.5234413922541163,-0.7895742203983894
1.3000034360062458,0.5080512406870498
1.4614188566025332,0.918260132074943
2.0690053158637576,0.9371406264278218
-1.575361974671483,0.27089403677907054
-3.298661020648103,-0.3520020506699134
-5.659621197922144,0.7083050182209958
-3.775372207721411,-1.457737331666325
-3.2493426075715366,-0.9658687555965549
2.982058415255092,-1.6356924830685333
-0.32538425232864715,1.7417027590041334
-3.359621326147224,-1.6524317797980221
3.449379678559045,-0.20668532937451775
-2.09521522835154,0.48534757836624354
0.24603975822253962,0.4216960087587528
2.899450564891276,1.7537981167063177
-1.2385045426895367,-1.2627676419519478
0.29878770114791897,-0.6681780495948847
-3.81359507529849,-0.6007894543744585
-0.46519594238088346,2.315098864532222
0.9333446891413039,1.1610690236860157
0.3130184009041269,2.7740482752394198
-1.996963402663138,-0.552927364815418
-0.5949986248051995,1.434196696618511
-1.0871083419916852,-2.4916660738745904
-0.9604241027384472,-1.4820241464474737
3.0945576079313333,-1.2302119525506607
-3.429353532736651,-0.8621627003378439
0.7648928937274532,-1.3202674713464555
-2.4484730603767653,0.38172469647411766
0.6788702523812044,1.9337391968441349
2.6296044494997415,-0.2900101019720416
-2.751512811544097,0.24897203568533305
1.9309420691268406,1.382853422963628
-2.132495557802482,0.047878490987208394
-2.8242446263897634,-0.054491508590083226
2.428371732953925,0.7346063213830163
3.391937454110351,-0.270102178790545
-3.391237783325674,-0.1517182327590376
-3.9768012807534125,-1.1157658203100391
-0.19738781341169023,-1.2948023362540586
-3.897857102307593,-0.13425874871936394
3.1325465694910375,-2.3899036944062897
-2.3176289503441034,-0.7939780029779192
-2.578672246160003,-0.4778485339051535
-1.1436113152794203,0.7156506693405432
2.4335812000218757,2.7277282300561265
2.0681202319428387,-0.902404145693523
3.701215921472838,-0.6258884218508266
-2.453560784581578,-0.6345048921750538
4.0601786311819295,-2.0051914680170038
1.659698171987759,1.3226687287340857
4.55407898472856,-1.4742133748195392
3.284498890765064,-1.0675387439283281
-3.301862895687881,-1.8430433275261389
-2.5360374060856214,-0.5858139785843777
-0.5557520834485178,2.4172340031213753
3.3123716734507798,-1.8654206061096548
1.3358376227724247,0.5204013323037012
2.062296561214378,2.173525275930507
0.11793640864376945,1.1351313345522525
2.770307340419775,-0.5795694984999769
-3.2274338387890955,-1.260316464553112
-4.84549931940369,-0.5474801293074391
3.409845922470994,-0.023421575801246097
2.3476596036529966,-0.16073464350197522
2.3019176823484484,1.3627422368255924
2.848091821097827,-0.1691937414059104
-1.5705690487094712,0.42109750113731237
3.1708306382969043,1.6980120834821602
0.3509841036787013,2.5306376576707854
-1.1756959646018632,-1.4957364127297197
-4.020672105064553,-1.4262384534846202
2.8276036238930193,-0.5915474938190219
3.8611815216301393,-1.9980991205107577
-4.032250131931803,-2.124786575797116
-0.22527628018032667,2.073118199950986
-1.305886938118097,0.5465615093531596
-4.181882835797169,-0.9337093533609809
-2.4554405304167606,0.5905230171620953
3.350652009371419,-2.2225908655885136
-2.5277627807412375,-0.13400490002776022
-2.494428044876163,2.0300641044691257
-0.2630813506695115,2.14384087245049
3.7743263355850067,-1.490634317812145
-0.5067304690512443,-0.8982687990725952
1.6145472241000176,3.099132651281002
-3.8772699336462955,-0.4036572667453918
2.4119565233832243,-2.134477342227597
-3.37055785104537,-0.7349620095803288
-3.237599082420418,0.48040728467543037
-2.666894141101402,-1.4133199517503194
-0.22835471812091032,2.9239802463182496
-3.0214981215549033,0.37286065993290995
2.986680276650296,-0.31192034739849395
1.3429677808672147,-0.6928361025220924
-2.6433375123619642,0.6311561788044927
-2.9617477596124093,0.5414829040236563
3.7021031634375374,0.12319270059775572
2.8770648596784176,-0.2308952246668734
3.224874050861717,-1.8363495102132377
-3.5886909970397656,-1.5774887421714192
-1.4928592364892008,1.723365862505128
2.990610323493822,1.234048918214072
-1.41019509869975,0.036592108584673544
2.4048423760681525,-1.1108575972461177
3.2625117108713213,-0.7101155761300447
2.1406388629992272,-0.2681717150781331
-0.4231598004327326,2.470971873872311
2.7065371869284665,-1.3596177240100107
-0.4304626347705125,2.303353577444899
-1.9567559301400825,0.6855448781289192
3.716713549828766,-3.0691458810915457
1.3544970329474357,0.9703162859330302
-2.132815800411478,-0.2134739693876574
-3.166139880458402,-0.7944582001605924
2.4070276187909836,1.1252713059497799
-2.121256192721043,0.2692013814039003
-3.893983120025571,-0.6254882992036648
-3.2855069516007904,-1.0580706785617469
3.82371286939592,-2.16700777697111
2.5416990164831015,-1.1308517829587437
2.937164556824539,-1.9927538649515215
-2.7185323628298996,1.01898480809733
-0.5701220466252925,1.9075329077052308
1.6903972293563427,1.483046377658256
2.0438054918507143,1.0268757318880235
2.6924563826879173,-0.5394070724234747
2.7154047325335795,-0.3418934436466987
-1.3439679940978104,2.597910337961809
2.1949336462344227,-0.9345308680878747
-4.350024657796045,-0.8516051026212529
